nohup: ignoring input
[1569] bbox_docvqa_id=1570 images=33/33 error=False
[1570] bbox_docvqa_id=1571 images=33/33 error=False
[1365] bbox_docvqa_id=1366 images=10/10 error=True
[1255] bbox_docvqa_id=1256 images=49/49 error=False
[1571] bbox_docvqa_id=1572 images=33/33 error=False
[704] bbox_docvqa_id=705 images=48/48 error=False
[1256] bbox_docvqa_id=1257 images=49/49 error=False
[1257] bbox_docvqa_id=1258 images=4/4 error=False
[1572] bbox_docvqa_id=1573 images=43/43 error=False
[1258] bbox_docvqa_id=1259 images=8/8 error=False
[1259] bbox_docvqa_id=1260 images=8/8 error=False
[1573] bbox_docvqa_id=1574 images=43/43 error=False
[1366] bbox_docvqa_id=1367 images=10/10 error=True
[1260] bbox_docvqa_id=1261 images=8/8 error=False
[1261] bbox_docvqa_id=1262 images=8/8 error=False
[1574] bbox_docvqa_id=1575 images=43/43 error=False
[1262] bbox_docvqa_id=1263 images=8/8 error=False
[1263] bbox_docvqa_id=1264 images=8/8 error=False
[1264] bbox_docvqa_id=1265 images=8/8 error=False
[1575] bbox_docvqa_id=1576 images=43/43 error=False
[1367] bbox_docvqa_id=1368 images=10/10 error=False
[1576] bbox_docvqa_id=1577 images=13/13 error=False
[705] bbox_docvqa_id=706 images=48/48 error=False
[1577] bbox_docvqa_id=1578 images=13/13 error=False
[1578] bbox_docvqa_id=1579 images=13/13 error=False
[1579] bbox_docvqa_id=1580 images=13/13 error=False
[1580] bbox_docvqa_id=1581 images=29/29 error=False
[1581] bbox_docvqa_id=1582 images=29/29 error=False
[1368] bbox_docvqa_id=1369 images=10/10 error=False
[1582] bbox_docvqa_id=1583 images=29/29 error=False
[1369] bbox_docvqa_id=1370 images=22/22 error=True
[706] bbox_docvqa_id=707 images=48/48 error=False
[1370] bbox_docvqa_id=1371 images=22/22 error=True
[1583] bbox_docvqa_id=1584 images=29/29 error=False
[1371] bbox_docvqa_id=1372 images=22/22 error=True
[1265] bbox_docvqa_id=1266 images=48/48 error=False
[1584] bbox_docvqa_id=1585 images=18/18 error=False
[1372] bbox_docvqa_id=1373 images=22/22 error=True
[1585] bbox_docvqa_id=1586 images=18/18 error=False
[1266] bbox_docvqa_id=1267 images=48/48 error=False
[1586] bbox_docvqa_id=1587 images=18/18 error=False
[1373] bbox_docvqa_id=1374 images=5/5 error=False
[1587] bbox_docvqa_id=1588 images=18/18 error=False
[1267] bbox_docvqa_id=1268 images=48/48 error=False
[1588] bbox_docvqa_id=1589 images=10/10 error=False
[1589] bbox_docvqa_id=1590 images=10/10 error=False
[1374] bbox_docvqa_id=1375 images=5/5 error=False
[1590] bbox_docvqa_id=1591 images=10/10 error=False
[1591] bbox_docvqa_id=1592 images=10/10 error=False
[1268] bbox_docvqa_id=1269 images=48/48 error=False
[1375] bbox_docvqa_id=1376 images=5/5 error=False
[707] bbox_docvqa_id=708 images=48/48 error=False
[1269] bbox_docvqa_id=1270 images=48/48 error=False
[1376] bbox_docvqa_id=1377 images=5/5 error=False
[1592] bbox_docvqa_id=1593 images=49/49 error=False
[1377] bbox_docvqa_id=1378 images=5/5 error=False
[1270] bbox_docvqa_id=1271 images=48/48 error=False
[1593] bbox_docvqa_id=1594 images=49/49 error=False
[1378] bbox_docvqa_id=1379 images=5/5 error=False
[1271] bbox_docvqa_id=1272 images=48/48 error=False
[1594] bbox_docvqa_id=1595 images=49/49 error=False
[1272] bbox_docvqa_id=1273 images=48/48 error=False
[1379] bbox_docvqa_id=1380 images=5/5 error=False
[708] bbox_docvqa_id=709 images=48/48 error=False
[1595] bbox_docvqa_id=1596 images=49/49 error=False
[1596] bbox_docvqa_id=1597 images=4/4 error=False
[1380] bbox_docvqa_id=1381 images=5/5 error=False
[1381] bbox_docvqa_id=1382 images=69/69 error=True
[1382] bbox_docvqa_id=1383 images=69/69 error=True
[1597] bbox_docvqa_id=1598 images=4/4 error=False
[1383] bbox_docvqa_id=1384 images=69/69 error=True
[1384] bbox_docvqa_id=1385 images=69/69 error=True
[1598] bbox_docvqa_id=1599 images=4/4 error=False
[1385] bbox_docvqa_id=1386 images=21/21 error=True
[1386] bbox_docvqa_id=1387 images=21/21 error=True
[1387] bbox_docvqa_id=1388 images=21/21 error=True
[1599] bbox_docvqa_id=1600 images=8/8 error=False
[1388] bbox_docvqa_id=1389 images=21/21 error=True
[1600] bbox_docvqa_id=1601 images=8/8 error=False
[1601] bbox_docvqa_id=1602 images=8/8 error=False
[1602] bbox_docvqa_id=1603 images=8/8 error=False
[1389] bbox_docvqa_id=1390 images=7/7 error=False
[709] bbox_docvqa_id=710 images=43/43 error=False
[1273] bbox_docvqa_id=1274 images=43/43 error=False
[1603] bbox_docvqa_id=1604 images=48/48 error=False
[1390] bbox_docvqa_id=1391 images=7/7 error=False
[1274] bbox_docvqa_id=1275 images=43/43 error=False
[1604] bbox_docvqa_id=1605 images=48/48 error=False
[1275] bbox_docvqa_id=1276 images=43/43 error=False
[1605] bbox_docvqa_id=1606 images=48/48 error=False
[710] bbox_docvqa_id=711 images=43/43 error=False
[1606] bbox_docvqa_id=1607 images=48/48 error=False
[1276] bbox_docvqa_id=1277 images=43/43 error=False
[1391] bbox_docvqa_id=1392 images=7/7 error=False
[1277] bbox_docvqa_id=1278 images=43/43 error=False
[1607] bbox_docvqa_id=1608 images=43/43 error=False
[711] bbox_docvqa_id=712 images=43/43 error=False
[1392] bbox_docvqa_id=1393 images=7/7 error=False
[1393] bbox_docvqa_id=1394 images=16/16 error=True
[1394] bbox_docvqa_id=1395 images=16/16 error=True
[1395] bbox_docvqa_id=1396 images=16/16 error=True
[1278] bbox_docvqa_id=1279 images=43/43 error=False
[1396] bbox_docvqa_id=1397 images=16/16 error=True
[1608] bbox_docvqa_id=1609 images=43/43 error=False
[1279] bbox_docvqa_id=1280 images=43/43 error=False
[1609] bbox_docvqa_id=1610 images=43/43 error=False
[1397] bbox_docvqa_id=1398 images=6/6 error=False
[1610] bbox_docvqa_id=1611 images=43/43 error=False
[1280] bbox_docvqa_id=1281 images=43/43 error=False
[1398] bbox_docvqa_id=1399 images=6/6 error=False
[1611] bbox_docvqa_id=1612 images=10/10 error=False
[1612] bbox_docvqa_id=1613 images=10/10 error=False
[1281] bbox_docvqa_id=1282 images=10/10 error=False
[1613] bbox_docvqa_id=1614 images=10/10 error=False
[1282] bbox_docvqa_id=1283 images=10/10 error=False
[1399] bbox_docvqa_id=1400 images=6/6 error=False
[712] bbox_docvqa_id=713 images=43/43 error=False
[1283] bbox_docvqa_id=1284 images=10/10 error=False
[1614] bbox_docvqa_id=1615 images=10/10 error=False
[1284] bbox_docvqa_id=1285 images=10/10 error=False
[1285] bbox_docvqa_id=1286 images=10/10 error=False
[1400] bbox_docvqa_id=1401 images=6/6 error=False
[1401] bbox_docvqa_id=1402 images=11/11 error=True
[1286] bbox_docvqa_id=1287 images=10/10 error=False
[1402] bbox_docvqa_id=1403 images=11/11 error=True
[1403] bbox_docvqa_id=1404 images=11/11 error=True
[1287] bbox_docvqa_id=1288 images=10/10 error=False
[1404] bbox_docvqa_id=1405 images=11/11 error=True
[1405] bbox_docvqa_id=1406 images=17/17 error=True
[1288] bbox_docvqa_id=1289 images=10/10 error=False
[1406] bbox_docvqa_id=1407 images=17/17 error=True
[1407] bbox_docvqa_id=1408 images=17/17 error=True
[1408] bbox_docvqa_id=1409 images=17/17 error=True
[1615] bbox_docvqa_id=1616 images=63/63 error=False
[1409] bbox_docvqa_id=1410 images=5/5 error=False
[713] bbox_docvqa_id=714 images=43/43 error=False
[1410] bbox_docvqa_id=1411 images=5/5 error=False
[1616] bbox_docvqa_id=1617 images=63/63 error=False
[1411] bbox_docvqa_id=1412 images=5/5 error=False
[1412] bbox_docvqa_id=1413 images=5/5 error=False
[1617] bbox_docvqa_id=1618 images=63/63 error=False
[1413] bbox_docvqa_id=1414 images=5/5 error=False
[714] bbox_docvqa_id=715 images=43/43 error=False
[1618] bbox_docvqa_id=1619 images=63/63 error=False
[1414] bbox_docvqa_id=1415 images=5/5 error=False
[1415] bbox_docvqa_id=1416 images=5/5 error=False
[1289] bbox_docvqa_id=1290 images=63/63 error=False
[1619] bbox_docvqa_id=1620 images=73/73 error=False
[1416] bbox_docvqa_id=1417 images=5/5 error=False
[1290] bbox_docvqa_id=1291 images=63/63 error=False
[1417] bbox_docvqa_id=1418 images=34/34 error=True
[1620] bbox_docvqa_id=1621 images=73/73 error=False
[1418] bbox_docvqa_id=1419 images=34/34 error=True
[715] bbox_docvqa_id=716 images=43/43 error=False
[1419] bbox_docvqa_id=1420 images=34/34 error=True
[1420] bbox_docvqa_id=1421 images=34/34 error=True
[1421] bbox_docvqa_id=1422 images=31/31 error=True
[1291] bbox_docvqa_id=1292 images=63/63 error=False
[1422] bbox_docvqa_id=1423 images=31/31 error=True
[1621] bbox_docvqa_id=1622 images=73/73 error=False
[1423] bbox_docvqa_id=1424 images=31/31 error=True
[1424] bbox_docvqa_id=1425 images=31/31 error=True
[1425] bbox_docvqa_id=1426 images=138/138 error=True
[1426] bbox_docvqa_id=1427 images=138/138 error=True
[1427] bbox_docvqa_id=1428 images=138/138 error=True
[1428] bbox_docvqa_id=1429 images=138/138 error=True
[1292] bbox_docvqa_id=1293 images=63/63 error=False
[1622] bbox_docvqa_id=1623 images=73/73 error=False
doc.sh: line 27:  9373 Killed                  python test_bbox_docvqa_api.py --dataset-jsonl ../data/bbox_docvqa_document/bbox_docvqa_document.jsonl --output output/doc/doc__ernie-5.0.jsonl --model ernie-5.0 --base-url https://qianfan.baidubce.com/v2 --resume
[1293] bbox_docvqa_id=1294 images=63/63 error=False
[1429] bbox_docvqa_id=1430 images=7/7 error=False
[716] bbox_docvqa_id=717 images=43/43 error=False
[1294] bbox_docvqa_id=1295 images=63/63 error=False
[1430] bbox_docvqa_id=1431 images=7/7 error=False
[1295] bbox_docvqa_id=1296 images=63/63 error=False
[1431] bbox_docvqa_id=1432 images=7/7 error=False
[1296] bbox_docvqa_id=1297 images=63/63 error=False
[1432] bbox_docvqa_id=1433 images=7/7 error=False
[717] bbox_docvqa_id=718 images=43/43 error=False
[1433] bbox_docvqa_id=1434 images=22/22 error=True
[1434] bbox_docvqa_id=1435 images=22/22 error=True
[1435] bbox_docvqa_id=1436 images=22/22 error=True
[1436] bbox_docvqa_id=1437 images=22/22 error=True
[1437] bbox_docvqa_id=1438 images=44/44 error=True
[1438] bbox_docvqa_id=1439 images=44/44 error=True
[1439] bbox_docvqa_id=1440 images=44/44 error=True
[1440] bbox_docvqa_id=1441 images=44/44 error=True
[1441] bbox_docvqa_id=1442 images=18/18 error=True
[1442] bbox_docvqa_id=1443 images=18/18 error=True
[1443] bbox_docvqa_id=1444 images=18/18 error=True
[1444] bbox_docvqa_id=1445 images=18/18 error=True
[1445] bbox_docvqa_id=1446 images=17/17 error=True
[1446] bbox_docvqa_id=1447 images=17/17 error=True
[1447] bbox_docvqa_id=1448 images=17/17 error=True
[1448] bbox_docvqa_id=1449 images=17/17 error=True
[718] bbox_docvqa_id=719 images=43/43 error=False
[719] bbox_docvqa_id=720 images=10/10 error=False
[720] bbox_docvqa_id=721 images=10/10 error=False
[1449] bbox_docvqa_id=1450 images=7/7 error=False
[721] bbox_docvqa_id=722 images=10/10 error=False
[722] bbox_docvqa_id=723 images=10/10 error=False
[723] bbox_docvqa_id=724 images=10/10 error=False
[1297] bbox_docvqa_id=1298 images=73/73 error=False
[1450] bbox_docvqa_id=1451 images=7/7 error=False
[724] bbox_docvqa_id=725 images=10/10 error=False
[1298] bbox_docvqa_id=1299 images=73/73 error=False
[725] bbox_docvqa_id=726 images=10/10 error=False
[726] bbox_docvqa_id=727 images=10/10 error=False
[1451] bbox_docvqa_id=1452 images=7/7 error=False
[1299] bbox_docvqa_id=1300 images=73/73 error=False
[727] bbox_docvqa_id=728 images=10/10 error=False
[728] bbox_docvqa_id=729 images=10/10 error=False
[1452] bbox_docvqa_id=1453 images=7/7 error=False
[1300] bbox_docvqa_id=1301 images=73/73 error=False
[1453] bbox_docvqa_id=1454 images=5/5 error=False
[1301] bbox_docvqa_id=1302 images=73/73 error=False
[1454] bbox_docvqa_id=1455 images=5/5 error=False
[729] bbox_docvqa_id=730 images=63/63 error=True
[1302] bbox_docvqa_id=1303 images=73/73 error=False
[1455] bbox_docvqa_id=1456 images=5/5 error=False
[1303] bbox_docvqa_id=1304 images=73/73 error=False
[1456] bbox_docvqa_id=1457 images=5/5 error=False
[1457] bbox_docvqa_id=1458 images=20/20 error=True
[1458] bbox_docvqa_id=1459 images=20/20 error=True
[730] bbox_docvqa_id=731 images=63/63 error=True
[1459] bbox_docvqa_id=1460 images=20/20 error=True
[1460] bbox_docvqa_id=1461 images=20/20 error=True
[1461] bbox_docvqa_id=1462 images=44/44 error=True
[1462] bbox_docvqa_id=1463 images=44/44 error=True
[1304] bbox_docvqa_id=1305 images=73/73 error=False
[1463] bbox_docvqa_id=1464 images=44/44 error=True
[1464] bbox_docvqa_id=1465 images=44/44 error=True
[1465] bbox_docvqa_id=1466 images=18/18 error=True
[1466] bbox_docvqa_id=1467 images=18/18 error=True
[1467] bbox_docvqa_id=1468 images=18/18 error=True
[1468] bbox_docvqa_id=1469 images=18/18 error=True
[1469] bbox_docvqa_id=1470 images=40/40 error=True
[1470] bbox_docvqa_id=1471 images=40/40 error=True
[1471] bbox_docvqa_id=1472 images=40/40 error=True
[731] bbox_docvqa_id=732 images=63/63 error=True
[1472] bbox_docvqa_id=1473 images=40/40 error=True
[1473] bbox_docvqa_id=1474 images=14/14 error=True
[1474] bbox_docvqa_id=1475 images=14/14 error=True
[1305] bbox_docvqa_id=1306 images=28/28 error=False
[1475] bbox_docvqa_id=1476 images=14/14 error=True
[1476] bbox_docvqa_id=1477 images=14/14 error=True
[1477] bbox_docvqa_id=1478 images=30/30 error=True
[1478] bbox_docvqa_id=1479 images=30/30 error=True
[1306] bbox_docvqa_id=1307 images=28/28 error=False
[1479] bbox_docvqa_id=1480 images=30/30 error=True
[1480] bbox_docvqa_id=1481 images=30/30 error=True
[1481] bbox_docvqa_id=1482 images=13/13 error=True
[732] bbox_docvqa_id=733 images=63/63 error=True
[1307] bbox_docvqa_id=1308 images=28/28 error=False
[1482] bbox_docvqa_id=1483 images=13/13 error=True
[1483] bbox_docvqa_id=1484 images=13/13 error=True
[1484] bbox_docvqa_id=1485 images=13/13 error=True
[1308] bbox_docvqa_id=1309 images=28/28 error=False
[1485] bbox_docvqa_id=1486 images=24/24 error=True
[1486] bbox_docvqa_id=1487 images=24/24 error=True
[1487] bbox_docvqa_id=1488 images=24/24 error=True
[1488] bbox_docvqa_id=1489 images=24/24 error=True
[1309] bbox_docvqa_id=1310 images=12/12 error=False
[733] bbox_docvqa_id=734 images=63/63 error=True
[1489] bbox_docvqa_id=1490 images=4/4 error=False
[1310] bbox_docvqa_id=1311 images=12/12 error=False
[1311] bbox_docvqa_id=1312 images=12/12 error=False
[1490] bbox_docvqa_id=1491 images=4/4 error=False
[1491] bbox_docvqa_id=1492 images=4/4 error=False
[1312] bbox_docvqa_id=1313 images=12/12 error=False
[1492] bbox_docvqa_id=1493 images=4/4 error=False
[734] bbox_docvqa_id=735 images=63/63 error=True
[1313] bbox_docvqa_id=1314 images=21/21 error=False
[1314] bbox_docvqa_id=1315 images=21/21 error=False
[735] bbox_docvqa_id=736 images=63/63 error=True
[1315] bbox_docvqa_id=1316 images=21/21 error=False
[1316] bbox_docvqa_id=1317 images=21/21 error=False
[1493] bbox_docvqa_id=1494 images=9/9 error=True
[1317] bbox_docvqa_id=1318 images=20/20 error=False
[736] bbox_docvqa_id=737 images=63/63 error=True
[1318] bbox_docvqa_id=1319 images=20/20 error=False
[1319] bbox_docvqa_id=1320 images=20/20 error=False
[1320] bbox_docvqa_id=1321 images=20/20 error=False
[1494] bbox_docvqa_id=1495 images=9/9 error=True
[1321] bbox_docvqa_id=1322 images=11/11 error=False
[737] bbox_docvqa_id=738 images=63/63 error=True
[1322] bbox_docvqa_id=1323 images=11/11 error=False
[1323] bbox_docvqa_id=1324 images=11/11 error=False
[1324] bbox_docvqa_id=1325 images=11/11 error=False
[1495] bbox_docvqa_id=1496 images=9/9 error=False
[738] bbox_docvqa_id=739 images=63/63 error=True
[1325] bbox_docvqa_id=1326 images=19/19 error=False
[1326] bbox_docvqa_id=1327 images=19/19 error=False
[1327] bbox_docvqa_id=1328 images=19/19 error=False
[1328] bbox_docvqa_id=1329 images=19/19 error=False
[739] bbox_docvqa_id=740 images=73/73 error=True
[1496] bbox_docvqa_id=1497 images=9/9 error=True
[1497] bbox_docvqa_id=1498 images=20/20 error=True
[1498] bbox_docvqa_id=1499 images=20/20 error=True
[740] bbox_docvqa_id=741 images=73/73 error=True
[1499] bbox_docvqa_id=1500 images=20/20 error=True
[1500] bbox_docvqa_id=1501 images=20/20 error=True
[1329] bbox_docvqa_id=1330 images=52/52 error=False
[1501] bbox_docvqa_id=1502 images=8/8 error=False
[741] bbox_docvqa_id=742 images=73/73 error=True
[1330] bbox_docvqa_id=1331 images=52/52 error=False
[742] bbox_docvqa_id=743 images=73/73 error=True
[1502] bbox_docvqa_id=1503 images=8/8 error=False
[1331] bbox_docvqa_id=1332 images=52/52 error=False
[743] bbox_docvqa_id=744 images=73/73 error=True
[1332] bbox_docvqa_id=1333 images=52/52 error=False
[1503] bbox_docvqa_id=1504 images=8/8 error=True
[744] bbox_docvqa_id=745 images=73/73 error=True
[1504] bbox_docvqa_id=1505 images=8/8 error=False
[1505] bbox_docvqa_id=1506 images=21/21 error=True
[1506] bbox_docvqa_id=1507 images=21/21 error=True
[1507] bbox_docvqa_id=1508 images=21/21 error=True
[1508] bbox_docvqa_id=1509 images=21/21 error=True
[1509] bbox_docvqa_id=1510 images=16/16 error=True
[1510] bbox_docvqa_id=1511 images=16/16 error=True
[1511] bbox_docvqa_id=1512 images=16/16 error=True
[745] bbox_docvqa_id=746 images=73/73 error=True
[1512] bbox_docvqa_id=1513 images=16/16 error=True
[1513] bbox_docvqa_id=1514 images=4/4 error=False
[1333] bbox_docvqa_id=1334 images=45/45 error=False
[1514] bbox_docvqa_id=1515 images=4/4 error=False
[746] bbox_docvqa_id=747 images=73/73 error=True
[1515] bbox_docvqa_id=1516 images=4/4 error=False
[1516] bbox_docvqa_id=1517 images=16/16 error=True
[1517] bbox_docvqa_id=1518 images=16/16 error=True
[1334] bbox_docvqa_id=1335 images=45/45 error=False
[1518] bbox_docvqa_id=1519 images=16/16 error=True
[1519] bbox_docvqa_id=1520 images=16/16 error=True
[1520] bbox_docvqa_id=1521 images=18/18 error=True
[1521] bbox_docvqa_id=1522 images=18/18 error=True
[1522] bbox_docvqa_id=1523 images=18/18 error=True
[1335] bbox_docvqa_id=1336 images=45/45 error=False
[1523] bbox_docvqa_id=1524 images=18/18 error=True
[1524] bbox_docvqa_id=1525 images=27/27 error=True
[747] bbox_docvqa_id=748 images=73/73 error=True
[1525] bbox_docvqa_id=1526 images=27/27 error=True
[1526] bbox_docvqa_id=1527 images=27/27 error=True
[1336] bbox_docvqa_id=1337 images=45/45 error=False
[1527] bbox_docvqa_id=1528 images=27/27 error=True
[1528] bbox_docvqa_id=1529 images=21/21 error=True
[1529] bbox_docvqa_id=1530 images=21/21 error=True
[1530] bbox_docvqa_id=1531 images=21/21 error=True
[1531] bbox_docvqa_id=1532 images=21/21 error=True
[1337] bbox_docvqa_id=1338 images=18/18 error=False
[748] bbox_docvqa_id=749 images=73/73 error=True
[1338] bbox_docvqa_id=1339 images=18/18 error=False
[1339] bbox_docvqa_id=1340 images=18/18 error=False
[1532] bbox_docvqa_id=1533 images=6/6 error=False
[1340] bbox_docvqa_id=1341 images=18/18 error=False
[749] bbox_docvqa_id=750 images=28/28 error=False
[1533] bbox_docvqa_id=1534 images=6/6 error=False
[1534] bbox_docvqa_id=1535 images=6/6 error=False
[1341] bbox_docvqa_id=1342 images=24/24 error=False
[1535] bbox_docvqa_id=1536 images=6/6 error=False
[750] bbox_docvqa_id=751 images=28/28 error=False
[1536] bbox_docvqa_id=1537 images=20/20 error=True
[1342] bbox_docvqa_id=1343 images=24/24 error=False
[1537] bbox_docvqa_id=1538 images=20/20 error=True
[1538] bbox_docvqa_id=1539 images=20/20 error=True
[1343] bbox_docvqa_id=1344 images=24/24 error=False
[1539] bbox_docvqa_id=1540 images=20/20 error=True
[1540] bbox_docvqa_id=1541 images=13/13 error=True
[1541] bbox_docvqa_id=1542 images=13/13 error=True
[1542] bbox_docvqa_id=1543 images=13/13 error=True
[1344] bbox_docvqa_id=1345 images=24/24 error=False
[1543] bbox_docvqa_id=1544 images=13/13 error=True
[1544] bbox_docvqa_id=1545 images=35/35 error=True
[751] bbox_docvqa_id=752 images=28/28 error=False
[1545] bbox_docvqa_id=1546 images=35/35 error=True
[1345] bbox_docvqa_id=1346 images=8/8 error=False
[1546] bbox_docvqa_id=1547 images=35/35 error=True
[1547] bbox_docvqa_id=1548 images=35/35 error=True
[1346] bbox_docvqa_id=1347 images=8/8 error=False
[1347] bbox_docvqa_id=1348 images=8/8 error=False
[1348] bbox_docvqa_id=1349 images=8/8 error=False
[752] bbox_docvqa_id=753 images=28/28 error=False
[1548] bbox_docvqa_id=1549 images=6/6 error=False
[1349] bbox_docvqa_id=1350 images=18/18 error=False
[1350] bbox_docvqa_id=1351 images=18/18 error=False
[1549] bbox_docvqa_id=1550 images=6/6 error=False
[753] bbox_docvqa_id=754 images=28/28 error=False
[1351] bbox_docvqa_id=1352 images=18/18 error=False
[1352] bbox_docvqa_id=1353 images=18/18 error=False
[1550] bbox_docvqa_id=1551 images=6/6 error=False
[754] bbox_docvqa_id=755 images=28/28 error=False
[1551] bbox_docvqa_id=1552 images=6/6 error=False
[1552] bbox_docvqa_id=1553 images=30/30 error=True
[1553] bbox_docvqa_id=1554 images=30/30 error=True
[1554] bbox_docvqa_id=1555 images=30/30 error=True
[1555] bbox_docvqa_id=1556 images=30/30 error=True
[1556] bbox_docvqa_id=1557 images=17/17 error=True
[1557] bbox_docvqa_id=1558 images=17/17 error=True
[1558] bbox_docvqa_id=1559 images=17/17 error=True
[1353] bbox_docvqa_id=1354 images=32/32 error=False
[755] bbox_docvqa_id=756 images=28/28 error=False
[1559] bbox_docvqa_id=1560 images=17/17 error=True
[1560] bbox_docvqa_id=1561 images=12/12 error=True
[1561] bbox_docvqa_id=1562 images=12/12 error=True
[1562] bbox_docvqa_id=1563 images=12/12 error=True
[1354] bbox_docvqa_id=1355 images=32/32 error=False
[1563] bbox_docvqa_id=1564 images=12/12 error=True
[1564] bbox_docvqa_id=1565 images=13/13 error=True
[1565] bbox_docvqa_id=1566 images=13/13 error=True
[1566] bbox_docvqa_id=1567 images=13/13 error=True
[1567] bbox_docvqa_id=1568 images=13/13 error=True
[1355] bbox_docvqa_id=1356 images=32/32 error=False
[1568] bbox_docvqa_id=1569 images=33/33 error=True
[1569] bbox_docvqa_id=1570 images=33/33 error=True
[756] bbox_docvqa_id=757 images=28/28 error=False
[1356] bbox_docvqa_id=1357 images=32/32 error=False
[1570] bbox_docvqa_id=1571 images=33/33 error=True
[1571] bbox_docvqa_id=1572 images=33/33 error=True
[1572] bbox_docvqa_id=1573 images=43/43 error=True
[757] bbox_docvqa_id=758 images=12/12 error=False
[1573] bbox_docvqa_id=1574 images=43/43 error=True
[1574] bbox_docvqa_id=1575 images=43/43 error=True
[1357] bbox_docvqa_id=1358 images=9/9 error=False
[1575] bbox_docvqa_id=1576 images=43/43 error=True
[758] bbox_docvqa_id=759 images=12/12 error=False
[1576] bbox_docvqa_id=1577 images=13/13 error=True
[1577] bbox_docvqa_id=1578 images=13/13 error=True
[1358] bbox_docvqa_id=1359 images=9/9 error=False
[1578] bbox_docvqa_id=1579 images=13/13 error=True
[1579] bbox_docvqa_id=1580 images=13/13 error=True
[1580] bbox_docvqa_id=1581 images=29/29 error=True
[759] bbox_docvqa_id=760 images=12/12 error=False
[1359] bbox_docvqa_id=1360 images=9/9 error=False
[1581] bbox_docvqa_id=1582 images=29/29 error=True
[1582] bbox_docvqa_id=1583 images=29/29 error=True
[1583] bbox_docvqa_id=1584 images=29/29 error=True
[760] bbox_docvqa_id=761 images=12/12 error=False
[1584] bbox_docvqa_id=1585 images=18/18 error=True
[1585] bbox_docvqa_id=1586 images=18/18 error=True
[1360] bbox_docvqa_id=1361 images=9/9 error=False
[1586] bbox_docvqa_id=1587 images=18/18 error=True
[1587] bbox_docvqa_id=1588 images=18/18 error=True
[761] bbox_docvqa_id=762 images=12/12 error=False
[762] bbox_docvqa_id=763 images=12/12 error=False
[1361] bbox_docvqa_id=1362 images=21/21 error=False
[763] bbox_docvqa_id=764 images=12/12 error=False
[1362] bbox_docvqa_id=1363 images=21/21 error=False
[764] bbox_docvqa_id=765 images=12/12 error=False
[1363] bbox_docvqa_id=1364 images=21/21 error=False
[1588] bbox_docvqa_id=1589 images=10/10 error=True
[765] bbox_docvqa_id=766 images=21/21 error=False
[1364] bbox_docvqa_id=1365 images=21/21 error=False
[766] bbox_docvqa_id=767 images=21/21 error=False
[1365] bbox_docvqa_id=1366 images=10/10 error=False
[767] bbox_docvqa_id=768 images=21/21 error=False
[1589] bbox_docvqa_id=1590 images=10/10 error=True
[1366] bbox_docvqa_id=1367 images=10/10 error=False
[1367] bbox_docvqa_id=1368 images=10/10 error=False
[1368] bbox_docvqa_id=1369 images=10/10 error=False
[768] bbox_docvqa_id=769 images=21/21 error=False
[769] bbox_docvqa_id=770 images=21/21 error=False
[1369] bbox_docvqa_id=1370 images=22/22 error=False
[1590] bbox_docvqa_id=1591 images=10/10 error=True
[1370] bbox_docvqa_id=1371 images=22/22 error=False
[770] bbox_docvqa_id=771 images=21/21 error=False
[1371] bbox_docvqa_id=1372 images=22/22 error=False
[771] bbox_docvqa_id=772 images=21/21 error=False
[1591] bbox_docvqa_id=1592 images=10/10 error=True
[1592] bbox_docvqa_id=1593 images=49/49 error=True
[772] bbox_docvqa_id=773 images=21/21 error=False
[1372] bbox_docvqa_id=1373 images=22/22 error=False
[1593] bbox_docvqa_id=1594 images=49/49 error=True
[1594] bbox_docvqa_id=1595 images=49/49 error=True
[1595] bbox_docvqa_id=1596 images=49/49 error=True
[1373] bbox_docvqa_id=1374 images=5/5 error=False
[1374] bbox_docvqa_id=1375 images=5/5 error=False
[773] bbox_docvqa_id=774 images=20/20 error=False
[1596] bbox_docvqa_id=1597 images=4/4 error=False
[1375] bbox_docvqa_id=1376 images=5/5 error=False
[1376] bbox_docvqa_id=1377 images=5/5 error=False
[1597] bbox_docvqa_id=1598 images=4/4 error=False
[1377] bbox_docvqa_id=1378 images=5/5 error=False
[1378] bbox_docvqa_id=1379 images=5/5 error=False
[774] bbox_docvqa_id=775 images=20/20 error=False
[1379] bbox_docvqa_id=1380 images=5/5 error=False
[1380] bbox_docvqa_id=1381 images=5/5 error=False
[1598] bbox_docvqa_id=1599 images=4/4 error=False
[1381] bbox_docvqa_id=1382 images=69/69 error=True
[1382] bbox_docvqa_id=1383 images=69/69 error=True
[1383] bbox_docvqa_id=1384 images=69/69 error=True
[1384] bbox_docvqa_id=1385 images=69/69 error=True
[775] bbox_docvqa_id=776 images=20/20 error=False
[1385] bbox_docvqa_id=1386 images=21/21 error=False
[776] bbox_docvqa_id=777 images=20/20 error=False
[1599] bbox_docvqa_id=1600 images=8/8 error=False
[1386] bbox_docvqa_id=1387 images=21/21 error=False
[1387] bbox_docvqa_id=1388 images=21/21 error=False
[777] bbox_docvqa_id=778 images=20/20 error=False
[1388] bbox_docvqa_id=1389 images=21/21 error=False
[1600] bbox_docvqa_id=1601 images=8/8 error=False
[1389] bbox_docvqa_id=1390 images=7/7 error=False
[778] bbox_docvqa_id=779 images=20/20 error=False
