nohup: ignoring input
[481] bbox_docvqa_id=482 images=21/21 error=False
[1050] bbox_docvqa_id=1051 images=30/30 error=True
[1051] bbox_docvqa_id=1052 images=30/30 error=True
[364] bbox_docvqa_id=365 images=5/5 error=False
[482] bbox_docvqa_id=483 images=21/21 error=False
[1052] bbox_docvqa_id=1053 images=30/30 error=True
[672] bbox_docvqa_id=673 images=10/10 error=False
[483] bbox_docvqa_id=484 images=21/21 error=False
[221] bbox_docvqa_id=222 images=16/16 error=False
[456] bbox_docvqa_id=457 images=9/9 error=False
[1053] bbox_docvqa_id=1054 images=30/30 error=True
[484] bbox_docvqa_id=485 images=21/21 error=False
[1054] bbox_docvqa_id=1055 images=30/30 error=True
[673] bbox_docvqa_id=674 images=10/10 error=False
[1055] bbox_docvqa_id=1056 images=30/30 error=True
[222] bbox_docvqa_id=223 images=16/16 error=False
[485] bbox_docvqa_id=486 images=21/21 error=False
[1056] bbox_docvqa_id=1057 images=30/30 error=True
[365] bbox_docvqa_id=366 images=20/20 error=False
[486] bbox_docvqa_id=487 images=21/21 error=False
[153] bbox_docvqa_id=154 images=10/10 error=False
[1057] bbox_docvqa_id=1058 images=30/30 error=True
[674] bbox_docvqa_id=675 images=10/10 error=False
[1058] bbox_docvqa_id=1059 images=13/13 error=True
[366] bbox_docvqa_id=367 images=20/20 error=False
[1059] bbox_docvqa_id=1060 images=13/13 error=True
[487] bbox_docvqa_id=488 images=21/21 error=False
[457] bbox_docvqa_id=458 images=9/9 error=False
[1060] bbox_docvqa_id=1061 images=13/13 error=True
[223] bbox_docvqa_id=224 images=16/16 error=False
[1061] bbox_docvqa_id=1062 images=13/13 error=True
[367] bbox_docvqa_id=368 images=20/20 error=False
[1062] bbox_docvqa_id=1063 images=13/13 error=True
[488] bbox_docvqa_id=489 images=21/21 error=False
[1063] bbox_docvqa_id=1064 images=13/13 error=True
[675] bbox_docvqa_id=676 images=10/10 error=False
[368] bbox_docvqa_id=369 images=20/20 error=False
[1064] bbox_docvqa_id=1065 images=13/13 error=True
[489] bbox_docvqa_id=490 images=21/21 error=False
[1065] bbox_docvqa_id=1066 images=24/24 error=True
[224] bbox_docvqa_id=225 images=16/16 error=False
[1066] bbox_docvqa_id=1067 images=24/24 error=True
[490] bbox_docvqa_id=491 images=21/21 error=False
[369] bbox_docvqa_id=370 images=20/20 error=False
[1067] bbox_docvqa_id=1068 images=24/24 error=True
[491] bbox_docvqa_id=492 images=16/16 error=False
[370] bbox_docvqa_id=371 images=20/20 error=False
[1068] bbox_docvqa_id=1069 images=24/24 error=True
[154] bbox_docvqa_id=155 images=10/10 error=False
[225] bbox_docvqa_id=226 images=16/16 error=False
[1069] bbox_docvqa_id=1070 images=24/24 error=True
[492] bbox_docvqa_id=493 images=16/16 error=False
[676] bbox_docvqa_id=677 images=10/10 error=False
[1070] bbox_docvqa_id=1071 images=24/24 error=True
[493] bbox_docvqa_id=494 images=16/16 error=False
[458] bbox_docvqa_id=459 images=9/9 error=True
[494] bbox_docvqa_id=495 images=4/4 error=False
[1071] bbox_docvqa_id=1072 images=24/24 error=True
[226] bbox_docvqa_id=227 images=16/16 error=False
[495] bbox_docvqa_id=496 images=4/4 error=False
[371] bbox_docvqa_id=372 images=20/20 error=False
[1072] bbox_docvqa_id=1073 images=24/24 error=True
[677] bbox_docvqa_id=678 images=10/10 error=False
[678] bbox_docvqa_id=679 images=49/49 error=True
[1073] bbox_docvqa_id=1074 images=4/4 error=False
[372] bbox_docvqa_id=373 images=20/20 error=False
[496] bbox_docvqa_id=497 images=16/16 error=False
[1074] bbox_docvqa_id=1075 images=4/4 error=False
[227] bbox_docvqa_id=228 images=16/16 error=False
[679] bbox_docvqa_id=680 images=49/49 error=True
[680] bbox_docvqa_id=681 images=49/49 error=True
[497] bbox_docvqa_id=498 images=16/16 error=False
[1075] bbox_docvqa_id=1076 images=4/4 error=False
[681] bbox_docvqa_id=682 images=49/49 error=True
[1076] bbox_docvqa_id=1077 images=4/4 error=False
[682] bbox_docvqa_id=683 images=49/49 error=True
[498] bbox_docvqa_id=499 images=16/16 error=False
[228] bbox_docvqa_id=229 images=16/16 error=False
[373] bbox_docvqa_id=374 images=20/20 error=False
[683] bbox_docvqa_id=684 images=49/49 error=True
[499] bbox_docvqa_id=500 images=16/16 error=False
[684] bbox_docvqa_id=685 images=49/49 error=True
[374] bbox_docvqa_id=375 images=20/20 error=False
[685] bbox_docvqa_id=686 images=49/49 error=True
[1077] bbox_docvqa_id=1078 images=9/9 error=False
[686] bbox_docvqa_id=687 images=49/49 error=True
[229] bbox_docvqa_id=230 images=16/16 error=False
[1078] bbox_docvqa_id=1079 images=9/9 error=False
[687] bbox_docvqa_id=688 images=49/49 error=True
[500] bbox_docvqa_id=501 images=18/18 error=False
[230] bbox_docvqa_id=231 images=6/6 error=False
[501] bbox_docvqa_id=502 images=18/18 error=False
[459] bbox_docvqa_id=460 images=9/9 error=False
[231] bbox_docvqa_id=232 images=6/6 error=False
[502] bbox_docvqa_id=503 images=18/18 error=False
[460] bbox_docvqa_id=461 images=9/9 error=False
[232] bbox_docvqa_id=233 images=6/6 error=False
[688] bbox_docvqa_id=689 images=4/4 error=False
[1079] bbox_docvqa_id=1080 images=9/9 error=False
[503] bbox_docvqa_id=504 images=18/18 error=False
[233] bbox_docvqa_id=234 images=6/6 error=False
[461] bbox_docvqa_id=462 images=20/20 error=True
[1080] bbox_docvqa_id=1081 images=9/9 error=False
[234] bbox_docvqa_id=235 images=6/6 error=False
[462] bbox_docvqa_id=463 images=20/20 error=True
[504] bbox_docvqa_id=505 images=18/18 error=False
[1081] bbox_docvqa_id=1082 images=9/9 error=False
[235] bbox_docvqa_id=236 images=6/6 error=False
[1082] bbox_docvqa_id=1083 images=9/9 error=False
[463] bbox_docvqa_id=464 images=20/20 error=True
[505] bbox_docvqa_id=506 images=18/18 error=False
[1083] bbox_docvqa_id=1084 images=9/9 error=False
[236] bbox_docvqa_id=237 images=6/6 error=False
[464] bbox_docvqa_id=465 images=20/20 error=True
[237] bbox_docvqa_id=238 images=6/6 error=False
[506] bbox_docvqa_id=507 images=18/18 error=False
[1084] bbox_docvqa_id=1085 images=20/20 error=True
[155] bbox_docvqa_id=156 images=10/10 error=False
[465] bbox_docvqa_id=466 images=20/20 error=True
[238] bbox_docvqa_id=239 images=6/6 error=False
[1085] bbox_docvqa_id=1086 images=20/20 error=True
[507] bbox_docvqa_id=508 images=18/18 error=False
[466] bbox_docvqa_id=467 images=20/20 error=True
[239] bbox_docvqa_id=240 images=6/6 error=False
[375] bbox_docvqa_id=376 images=44/44 error=False
[1086] bbox_docvqa_id=1087 images=20/20 error=True
[467] bbox_docvqa_id=468 images=20/20 error=True
[689] bbox_docvqa_id=690 images=8/8 error=False
[508] bbox_docvqa_id=509 images=18/18 error=False
[1087] bbox_docvqa_id=1088 images=20/20 error=True
[468] bbox_docvqa_id=469 images=20/20 error=True
[240] bbox_docvqa_id=241 images=11/11 error=False
[509] bbox_docvqa_id=510 images=18/18 error=False
[376] bbox_docvqa_id=377 images=44/44 error=False
[1088] bbox_docvqa_id=1089 images=20/20 error=True
[469] bbox_docvqa_id=470 images=20/20 error=True
[1089] bbox_docvqa_id=1090 images=20/20 error=True
[470] bbox_docvqa_id=471 images=20/20 error=True
[241] bbox_docvqa_id=242 images=11/11 error=False
[1090] bbox_docvqa_id=1091 images=20/20 error=True
[510] bbox_docvqa_id=511 images=27/27 error=False
[1091] bbox_docvqa_id=1092 images=20/20 error=True
[242] bbox_docvqa_id=243 images=11/11 error=False
[156] bbox_docvqa_id=157 images=10/10 error=False
[690] bbox_docvqa_id=691 images=8/8 error=False
[511] bbox_docvqa_id=512 images=27/27 error=False
[243] bbox_docvqa_id=244 images=11/11 error=False
[1092] bbox_docvqa_id=1093 images=8/8 error=False
[471] bbox_docvqa_id=472 images=8/8 error=False
[377] bbox_docvqa_id=378 images=44/44 error=False
[512] bbox_docvqa_id=513 images=27/27 error=False
[244] bbox_docvqa_id=245 images=11/11 error=False
[378] bbox_docvqa_id=379 images=44/44 error=False
[1093] bbox_docvqa_id=1094 images=8/8 error=False
[513] bbox_docvqa_id=514 images=27/27 error=False
[245] bbox_docvqa_id=246 images=11/11 error=False
[1094] bbox_docvqa_id=1095 images=8/8 error=False
[1095] bbox_docvqa_id=1096 images=8/8 error=False
[379] bbox_docvqa_id=380 images=44/44 error=False
[514] bbox_docvqa_id=515 images=27/27 error=False
[246] bbox_docvqa_id=247 images=11/11 error=False
[1096] bbox_docvqa_id=1097 images=8/8 error=False
[691] bbox_docvqa_id=692 images=8/8 error=False
[1097] bbox_docvqa_id=1098 images=8/8 error=False
[472] bbox_docvqa_id=473 images=8/8 error=False
[247] bbox_docvqa_id=248 images=11/11 error=False
[157] bbox_docvqa_id=158 images=10/10 error=False
[380] bbox_docvqa_id=381 images=44/44 error=False
[515] bbox_docvqa_id=516 images=27/27 error=False
[1098] bbox_docvqa_id=1099 images=8/8 error=False
[692] bbox_docvqa_id=693 images=8/8 error=False
[1099] bbox_docvqa_id=1100 images=21/21 error=True
[1100] bbox_docvqa_id=1101 images=21/21 error=True
[1101] bbox_docvqa_id=1102 images=21/21 error=True
[516] bbox_docvqa_id=517 images=27/27 error=False
[1102] bbox_docvqa_id=1103 images=21/21 error=True
[693] bbox_docvqa_id=694 images=8/8 error=False
[248] bbox_docvqa_id=249 images=11/11 error=False
[1103] bbox_docvqa_id=1104 images=21/21 error=True
[1104] bbox_docvqa_id=1105 images=21/21 error=True
[1105] bbox_docvqa_id=1106 images=21/21 error=True
[694] bbox_docvqa_id=695 images=8/8 error=False
[517] bbox_docvqa_id=518 images=27/27 error=False
[1106] bbox_docvqa_id=1107 images=21/21 error=True
[249] bbox_docvqa_id=250 images=11/11 error=False
[1107] bbox_docvqa_id=1108 images=16/16 error=True
[1108] bbox_docvqa_id=1109 images=16/16 error=True
[381] bbox_docvqa_id=382 images=18/18 error=False
[1109] bbox_docvqa_id=1110 images=16/16 error=True
[695] bbox_docvqa_id=696 images=8/8 error=False
[518] bbox_docvqa_id=519 images=27/27 error=False
[1110] bbox_docvqa_id=1111 images=4/4 error=False
[1111] bbox_docvqa_id=1112 images=16/16 error=True
[473] bbox_docvqa_id=474 images=8/8 error=False
[696] bbox_docvqa_id=697 images=8/8 error=False
[250] bbox_docvqa_id=251 images=17/17 error=False
[1112] bbox_docvqa_id=1113 images=16/16 error=True
[519] bbox_docvqa_id=520 images=27/27 error=False
[1113] bbox_docvqa_id=1114 images=16/16 error=True
[382] bbox_docvqa_id=383 images=18/18 error=False
[697] bbox_docvqa_id=698 images=8/8 error=False
[1114] bbox_docvqa_id=1115 images=18/18 error=True
[1115] bbox_docvqa_id=1116 images=18/18 error=True
[158] bbox_docvqa_id=159 images=10/10 error=False
[1116] bbox_docvqa_id=1117 images=18/18 error=True
[1117] bbox_docvqa_id=1118 images=18/18 error=True
[698] bbox_docvqa_id=699 images=8/8 error=False
[1118] bbox_docvqa_id=1119 images=18/18 error=True
[520] bbox_docvqa_id=521 images=21/21 error=False
[699] bbox_docvqa_id=700 images=48/48 error=True
[1119] bbox_docvqa_id=1120 images=18/18 error=True
[1120] bbox_docvqa_id=1121 images=18/18 error=True
[251] bbox_docvqa_id=252 images=17/17 error=False
[700] bbox_docvqa_id=701 images=48/48 error=True
[1121] bbox_docvqa_id=1122 images=18/18 error=True
[1122] bbox_docvqa_id=1123 images=27/27 error=True
[521] bbox_docvqa_id=522 images=21/21 error=False
[474] bbox_docvqa_id=475 images=8/8 error=False
[701] bbox_docvqa_id=702 images=48/48 error=True
[1123] bbox_docvqa_id=1124 images=27/27 error=True
[1124] bbox_docvqa_id=1125 images=27/27 error=True
[702] bbox_docvqa_id=703 images=48/48 error=True
[522] bbox_docvqa_id=523 images=21/21 error=False
[1125] bbox_docvqa_id=1126 images=27/27 error=True
[703] bbox_docvqa_id=704 images=48/48 error=True
[1126] bbox_docvqa_id=1127 images=27/27 error=True
[252] bbox_docvqa_id=253 images=17/17 error=False
[383] bbox_docvqa_id=384 images=18/18 error=False
[704] bbox_docvqa_id=705 images=48/48 error=True
[523] bbox_docvqa_id=524 images=21/21 error=False
[1127] bbox_docvqa_id=1128 images=27/27 error=True
[1128] bbox_docvqa_id=1129 images=27/27 error=True
[705] bbox_docvqa_id=706 images=48/48 error=True
[384] bbox_docvqa_id=385 images=18/18 error=False
[1129] bbox_docvqa_id=1130 images=27/27 error=True
[706] bbox_docvqa_id=707 images=48/48 error=True
[524] bbox_docvqa_id=525 images=21/21 error=False
[1130] bbox_docvqa_id=1131 images=21/21 error=True
[385] bbox_docvqa_id=386 images=18/18 error=False
[1131] bbox_docvqa_id=1132 images=21/21 error=True
[707] bbox_docvqa_id=708 images=48/48 error=True
[253] bbox_docvqa_id=254 images=17/17 error=False
[525] bbox_docvqa_id=526 images=21/21 error=False
[1132] bbox_docvqa_id=1133 images=21/21 error=True
[159] bbox_docvqa_id=160 images=10/10 error=False
[708] bbox_docvqa_id=709 images=48/48 error=True
[1133] bbox_docvqa_id=1134 images=21/21 error=True
[160] bbox_docvqa_id=161 images=22/22 error=True
[161] bbox_docvqa_id=162 images=22/22 error=True
[709] bbox_docvqa_id=710 images=43/43 error=True
[1134] bbox_docvqa_id=1135 images=21/21 error=True
[526] bbox_docvqa_id=527 images=21/21 error=False
[162] bbox_docvqa_id=163 images=22/22 error=True
[1135] bbox_docvqa_id=1136 images=21/21 error=True
[710] bbox_docvqa_id=711 images=43/43 error=True
[163] bbox_docvqa_id=164 images=22/22 error=True
[1136] bbox_docvqa_id=1137 images=21/21 error=True
[164] bbox_docvqa_id=165 images=22/22 error=True
[254] bbox_docvqa_id=255 images=17/17 error=False
[711] bbox_docvqa_id=712 images=43/43 error=True
[165] bbox_docvqa_id=166 images=22/22 error=True
[527] bbox_docvqa_id=528 images=21/21 error=False
[166] bbox_docvqa_id=167 images=22/22 error=True
[712] bbox_docvqa_id=713 images=43/43 error=True
[167] bbox_docvqa_id=168 images=22/22 error=True
[1137] bbox_docvqa_id=1138 images=6/6 error=False
[475] bbox_docvqa_id=476 images=8/8 error=False
[168] bbox_docvqa_id=169 images=22/22 error=True
[528] bbox_docvqa_id=529 images=21/21 error=False
[713] bbox_docvqa_id=714 images=43/43 error=True
[169] bbox_docvqa_id=170 images=22/22 error=True
[386] bbox_docvqa_id=387 images=18/18 error=False
[529] bbox_docvqa_id=530 images=6/6 error=False
[714] bbox_docvqa_id=715 images=43/43 error=True
[1138] bbox_docvqa_id=1139 images=6/6 error=False
[530] bbox_docvqa_id=531 images=6/6 error=False
[1139] bbox_docvqa_id=1140 images=6/6 error=False
[387] bbox_docvqa_id=388 images=18/18 error=False
[715] bbox_docvqa_id=716 images=43/43 error=True
[531] bbox_docvqa_id=532 images=6/6 error=False
[1140] bbox_docvqa_id=1141 images=6/6 error=False
[255] bbox_docvqa_id=256 images=17/17 error=False
[1141] bbox_docvqa_id=1142 images=6/6 error=False
[532] bbox_docvqa_id=533 images=6/6 error=False
[716] bbox_docvqa_id=717 images=43/43 error=True
[1142] bbox_docvqa_id=1143 images=20/20 error=True
[533] bbox_docvqa_id=534 images=6/6 error=False
[717] bbox_docvqa_id=718 images=43/43 error=True
[1143] bbox_docvqa_id=1144 images=20/20 error=True
[534] bbox_docvqa_id=535 images=6/6 error=False
[1144] bbox_docvqa_id=1145 images=20/20 error=True
[1145] bbox_docvqa_id=1146 images=20/20 error=True
[388] bbox_docvqa_id=389 images=18/18 error=False
[718] bbox_docvqa_id=719 images=43/43 error=True
[256] bbox_docvqa_id=257 images=17/17 error=False
[535] bbox_docvqa_id=536 images=6/6 error=False
[1146] bbox_docvqa_id=1147 images=20/20 error=True
[170] bbox_docvqa_id=171 images=5/5 error=False
[536] bbox_docvqa_id=537 images=6/6 error=False
[389] bbox_docvqa_id=390 images=18/18 error=False
[1147] bbox_docvqa_id=1148 images=20/20 error=True
[537] bbox_docvqa_id=538 images=6/6 error=False
[1148] bbox_docvqa_id=1149 images=20/20 error=True
[1149] bbox_docvqa_id=1150 images=20/20 error=True
[390] bbox_docvqa_id=391 images=18/18 error=False
[476] bbox_docvqa_id=477 images=8/8 error=True
[538] bbox_docvqa_id=539 images=6/6 error=False
[1150] bbox_docvqa_id=1151 images=13/13 error=True
[257] bbox_docvqa_id=258 images=17/17 error=False
[1151] bbox_docvqa_id=1152 images=13/13 error=True
[1152] bbox_docvqa_id=1153 images=13/13 error=True
[1153] bbox_docvqa_id=1154 images=13/13 error=True
[1154] bbox_docvqa_id=1155 images=13/13 error=True
[1155] bbox_docvqa_id=1156 images=13/13 error=True
[1156] bbox_docvqa_id=1157 images=13/13 error=True
[539] bbox_docvqa_id=540 images=20/20 error=False
[1157] bbox_docvqa_id=1158 images=13/13 error=True
[1158] bbox_docvqa_id=1159 images=35/35 error=True
[258] bbox_docvqa_id=259 images=17/17 error=False
[540] bbox_docvqa_id=541 images=20/20 error=False
[1159] bbox_docvqa_id=1160 images=35/35 error=True
[1160] bbox_docvqa_id=1161 images=35/35 error=True
[541] bbox_docvqa_id=542 images=20/20 error=False
[1161] bbox_docvqa_id=1162 images=35/35 error=True
[259] bbox_docvqa_id=260 images=17/17 error=False
[477] bbox_docvqa_id=478 images=8/8 error=False
[542] bbox_docvqa_id=543 images=20/20 error=False
[1162] bbox_docvqa_id=1163 images=35/35 error=True
[719] bbox_docvqa_id=720 images=10/10 error=False
[260] bbox_docvqa_id=261 images=5/5 error=False
[1163] bbox_docvqa_id=1164 images=35/35 error=True
[543] bbox_docvqa_id=544 images=20/20 error=False
[261] bbox_docvqa_id=262 images=5/5 error=False
[1164] bbox_docvqa_id=1165 images=35/35 error=True
[171] bbox_docvqa_id=172 images=5/5 error=False
[1165] bbox_docvqa_id=1166 images=35/35 error=True
[544] bbox_docvqa_id=545 images=20/20 error=False
[391] bbox_docvqa_id=392 images=40/40 error=False
[262] bbox_docvqa_id=263 images=5/5 error=False
[545] bbox_docvqa_id=546 images=20/20 error=False
[263] bbox_docvqa_id=264 images=5/5 error=False
[392] bbox_docvqa_id=393 images=40/40 error=False
[1166] bbox_docvqa_id=1167 images=6/6 error=False
[264] bbox_docvqa_id=265 images=5/5 error=False
[546] bbox_docvqa_id=547 images=20/20 error=False
[1167] bbox_docvqa_id=1168 images=6/6 error=False
[265] bbox_docvqa_id=266 images=5/5 error=False
[393] bbox_docvqa_id=394 images=40/40 error=False
[266] bbox_docvqa_id=267 images=5/5 error=False
[478] bbox_docvqa_id=479 images=8/8 error=False
[547] bbox_docvqa_id=548 images=20/20 error=False
[267] bbox_docvqa_id=268 images=5/5 error=False
[1168] bbox_docvqa_id=1169 images=6/6 error=False
[1169] bbox_docvqa_id=1170 images=6/6 error=False
[548] bbox_docvqa_id=549 images=20/20 error=False
[268] bbox_docvqa_id=269 images=5/5 error=False
[394] bbox_docvqa_id=395 images=40/40 error=False
[1170] bbox_docvqa_id=1171 images=6/6 error=False
[269] bbox_docvqa_id=270 images=5/5 error=False
[720] bbox_docvqa_id=721 images=10/10 error=False
[1171] bbox_docvqa_id=1172 images=6/6 error=False
[549] bbox_docvqa_id=550 images=13/13 error=False
[172] bbox_docvqa_id=173 images=5/5 error=False
[1172] bbox_docvqa_id=1173 images=30/30 error=True
[270] bbox_docvqa_id=271 images=5/5 error=False
[395] bbox_docvqa_id=396 images=40/40 error=False
[1173] bbox_docvqa_id=1174 images=30/30 error=True
[271] bbox_docvqa_id=272 images=5/5 error=False
[1174] bbox_docvqa_id=1175 images=30/30 error=True
[479] bbox_docvqa_id=480 images=8/8 error=False
[550] bbox_docvqa_id=551 images=13/13 error=False
[1175] bbox_docvqa_id=1176 images=30/30 error=True
[272] bbox_docvqa_id=273 images=5/5 error=False
[396] bbox_docvqa_id=397 images=40/40 error=False
[1176] bbox_docvqa_id=1177 images=30/30 error=True
[551] bbox_docvqa_id=552 images=13/13 error=False
[273] bbox_docvqa_id=274 images=5/5 error=False
[1177] bbox_docvqa_id=1178 images=30/30 error=True
[552] bbox_docvqa_id=553 images=13/13 error=False
[1178] bbox_docvqa_id=1179 images=30/30 error=True
[274] bbox_docvqa_id=275 images=5/5 error=False
[1179] bbox_docvqa_id=1180 images=30/30 error=True
[397] bbox_docvqa_id=398 images=40/40 error=False
[553] bbox_docvqa_id=554 images=13/13 error=False
[1180] bbox_docvqa_id=1181 images=17/17 error=True
[275] bbox_docvqa_id=276 images=5/5 error=False
[1181] bbox_docvqa_id=1182 images=17/17 error=True
[554] bbox_docvqa_id=555 images=13/13 error=False
[276] bbox_docvqa_id=277 images=5/5 error=False
[1182] bbox_docvqa_id=1183 images=17/17 error=True
[480] bbox_docvqa_id=481 images=8/8 error=False
[398] bbox_docvqa_id=399 images=40/40 error=False
[481] bbox_docvqa_id=482 images=21/21 error=True
[1183] bbox_docvqa_id=1184 images=17/17 error=True
[482] bbox_docvqa_id=483 images=21/21 error=True
[555] bbox_docvqa_id=556 images=13/13 error=False
[1184] bbox_docvqa_id=1185 images=17/17 error=True
[483] bbox_docvqa_id=484 images=21/21 error=True
[484] bbox_docvqa_id=485 images=21/21 error=True
[1185] bbox_docvqa_id=1186 images=17/17 error=True
[556] bbox_docvqa_id=557 images=13/13 error=False
[485] bbox_docvqa_id=486 images=21/21 error=True
[721] bbox_docvqa_id=722 images=10/10 error=False
[1186] bbox_docvqa_id=1187 images=17/17 error=True
[399] bbox_docvqa_id=400 images=40/40 error=False
[486] bbox_docvqa_id=487 images=21/21 error=True
[487] bbox_docvqa_id=488 images=21/21 error=True
[1187] bbox_docvqa_id=1188 images=17/17 error=True
[488] bbox_docvqa_id=489 images=21/21 error=True
[557] bbox_docvqa_id=558 images=13/13 error=False
[1188] bbox_docvqa_id=1189 images=12/12 error=True
[489] bbox_docvqa_id=490 images=21/21 error=True
[1189] bbox_docvqa_id=1190 images=12/12 error=True
[490] bbox_docvqa_id=491 images=21/21 error=True
[1190] bbox_docvqa_id=1191 images=12/12 error=True
[491] bbox_docvqa_id=492 images=16/16 error=True
[558] bbox_docvqa_id=559 images=13/13 error=False
[400] bbox_docvqa_id=401 images=40/40 error=False
[492] bbox_docvqa_id=493 images=16/16 error=True
[1191] bbox_docvqa_id=1192 images=12/12 error=True
[493] bbox_docvqa_id=494 images=16/16 error=True
[1192] bbox_docvqa_id=1193 images=12/12 error=True
[1193] bbox_docvqa_id=1194 images=12/12 error=True
[1194] bbox_docvqa_id=1195 images=12/12 error=True
[722] bbox_docvqa_id=723 images=10/10 error=False
[1195] bbox_docvqa_id=1196 images=12/12 error=True
[1196] bbox_docvqa_id=1197 images=13/13 error=True
[494] bbox_docvqa_id=495 images=4/4 error=False
[1197] bbox_docvqa_id=1198 images=13/13 error=True
[1198] bbox_docvqa_id=1199 images=13/13 error=True
[277] bbox_docvqa_id=278 images=34/34 error=False
[1199] bbox_docvqa_id=1200 images=13/13 error=True
[401] bbox_docvqa_id=402 images=14/14 error=False
[1200] bbox_docvqa_id=1201 images=13/13 error=True
[173] bbox_docvqa_id=174 images=5/5 error=False
[559] bbox_docvqa_id=560 images=35/35 error=False
[1201] bbox_docvqa_id=1202 images=13/13 error=True
[1202] bbox_docvqa_id=1203 images=13/13 error=True
[402] bbox_docvqa_id=403 images=14/14 error=False
[495] bbox_docvqa_id=496 images=4/4 error=False
[1203] bbox_docvqa_id=1204 images=13/13 error=True
[496] bbox_docvqa_id=497 images=16/16 error=True
[1204] bbox_docvqa_id=1205 images=33/33 error=True
[403] bbox_docvqa_id=404 images=14/14 error=False
[497] bbox_docvqa_id=498 images=16/16 error=True
[1205] bbox_docvqa_id=1206 images=33/33 error=True
[498] bbox_docvqa_id=499 images=16/16 error=True
[404] bbox_docvqa_id=405 images=14/14 error=False
[560] bbox_docvqa_id=561 images=35/35 error=False
[1206] bbox_docvqa_id=1207 images=33/33 error=True
[499] bbox_docvqa_id=500 images=16/16 error=True
[500] bbox_docvqa_id=501 images=18/18 error=True
[1207] bbox_docvqa_id=1208 images=33/33 error=True
[405] bbox_docvqa_id=406 images=14/14 error=False
[501] bbox_docvqa_id=502 images=18/18 error=True
[1208] bbox_docvqa_id=1209 images=33/33 error=True
[502] bbox_docvqa_id=503 images=18/18 error=True
[174] bbox_docvqa_id=175 images=5/5 error=False
[503] bbox_docvqa_id=504 images=18/18 error=True
[406] bbox_docvqa_id=407 images=14/14 error=False
[1209] bbox_docvqa_id=1210 images=33/33 error=True
[504] bbox_docvqa_id=505 images=18/18 error=True
[561] bbox_docvqa_id=562 images=35/35 error=False
[505] bbox_docvqa_id=506 images=18/18 error=True
[1210] bbox_docvqa_id=1211 images=33/33 error=True
[407] bbox_docvqa_id=408 images=14/14 error=False
[506] bbox_docvqa_id=507 images=18/18 error=True
[278] bbox_docvqa_id=279 images=34/34 error=False
[507] bbox_docvqa_id=508 images=18/18 error=True
[1211] bbox_docvqa_id=1212 images=33/33 error=True
[508] bbox_docvqa_id=509 images=18/18 error=True
[408] bbox_docvqa_id=409 images=14/14 error=False
[1212] bbox_docvqa_id=1213 images=43/43 error=True
[509] bbox_docvqa_id=510 images=18/18 error=True
[723] bbox_docvqa_id=724 images=10/10 error=False
[562] bbox_docvqa_id=563 images=35/35 error=False
[409] bbox_docvqa_id=410 images=14/14 error=False
[510] bbox_docvqa_id=511 images=27/27 error=True
[1213] bbox_docvqa_id=1214 images=43/43 error=True
[511] bbox_docvqa_id=512 images=27/27 error=True
[1214] bbox_docvqa_id=1215 images=43/43 error=True
[512] bbox_docvqa_id=513 images=27/27 error=True
[410] bbox_docvqa_id=411 images=14/14 error=False
[1215] bbox_docvqa_id=1216 images=43/43 error=True
[513] bbox_docvqa_id=514 images=27/27 error=True
[724] bbox_docvqa_id=725 images=10/10 error=False
[514] bbox_docvqa_id=515 images=27/27 error=True
[563] bbox_docvqa_id=564 images=35/35 error=False
[1216] bbox_docvqa_id=1217 images=43/43 error=True
[515] bbox_docvqa_id=516 images=27/27 error=True
[1217] bbox_docvqa_id=1218 images=43/43 error=True
[516] bbox_docvqa_id=517 images=27/27 error=True
[517] bbox_docvqa_id=518 images=27/27 error=True
[1218] bbox_docvqa_id=1219 images=43/43 error=True
[518] bbox_docvqa_id=519 images=27/27 error=True
[564] bbox_docvqa_id=565 images=35/35 error=False
[1219] bbox_docvqa_id=1220 images=43/43 error=True
[175] bbox_docvqa_id=176 images=5/5 error=False
[519] bbox_docvqa_id=520 images=27/27 error=True
[1220] bbox_docvqa_id=1221 images=13/13 error=True
[520] bbox_docvqa_id=521 images=21/21 error=True
[1221] bbox_docvqa_id=1222 images=13/13 error=True
[1222] bbox_docvqa_id=1223 images=13/13 error=True
[521] bbox_docvqa_id=522 images=21/21 error=True
[279] bbox_docvqa_id=280 images=34/34 error=False
[1223] bbox_docvqa_id=1224 images=13/13 error=True
[565] bbox_docvqa_id=566 images=35/35 error=False
[522] bbox_docvqa_id=523 images=21/21 error=True
[1224] bbox_docvqa_id=1225 images=13/13 error=True
[523] bbox_docvqa_id=524 images=21/21 error=True
[1225] bbox_docvqa_id=1226 images=13/13 error=True
[524] bbox_docvqa_id=525 images=21/21 error=True
[1226] bbox_docvqa_id=1227 images=13/13 error=True
[525] bbox_docvqa_id=526 images=21/21 error=True
[176] bbox_docvqa_id=177 images=5/5 error=False
[1227] bbox_docvqa_id=1228 images=29/29 error=True
[566] bbox_docvqa_id=567 images=35/35 error=False
[526] bbox_docvqa_id=527 images=21/21 error=True
[1228] bbox_docvqa_id=1229 images=29/29 error=True
[527] bbox_docvqa_id=528 images=21/21 error=True
[1229] bbox_docvqa_id=1230 images=29/29 error=True
[528] bbox_docvqa_id=529 images=21/21 error=True
[1230] bbox_docvqa_id=1231 images=29/29 error=True
[411] bbox_docvqa_id=412 images=30/30 error=False
